id,shortcut,description,program,device_gram,program_gram
16332,Ctrl + Z,Undo previous action (up to 100 by default; limit can be changed),Microsoft Word,windows,microsoft_word
16333,Ctrl + Y,Redo undone action,Microsoft Word,windows,microsoft_word
16334,F4,Repeat action,Microsoft Word,windows,microsoft_word
16335,Ctrl + C,Copy selected content to clipboard,Microsoft Word,windows,microsoft_word
16336,Ctrl + X,Cut selected content to clipboard,Microsoft Word,windows,microsoft_word
16337,Alt + H   VT,Paste text only via Home Ribbon Paste (V) Text only,Microsoft Word,windows,microsoft_word
16338,Ctrl + V,Paste clipboard content into document,Microsoft Word,windows,microsoft_word
16339,Ctrl + Shift + C,Copy format of selection into Format Clipboard,Microsoft Word,windows,microsoft_word
16340,Ctrl + Shift + V,Paste format to selection from Format Clipbard,Microsoft Word,windows,microsoft_word
16341,Ctrl + F3,Cut text into to Spike (additive clipboard). Add as many non-adjacent areas as desired,Microsoft Word,windows,microsoft_word
16342,Ctrl + Shift + F3,Paste text from Spike and reset Spike,Microsoft Word,windows,microsoft_word
16343,Shift + Alt + ArrowUp /  ArrowDown,Move current paragraph or (if selected) multiple paragraphs in text. Cannot move part of paragraph with this,Microsoft Word,windows,microsoft_word
16344,Ctrl + Drag,Move selected text,Microsoft Word,windows,microsoft_word
16345,F2  move cursor to new location  then  enter,Moves selected text to new location,Microsoft Word,windows,microsoft_word
16346,Shift + F2  move cursor to new location  then  enter,Copies selected text to new location,Microsoft Word,windows,microsoft_word
16347,Ctrl + Shift + S,Open Apply Styles task pane (will not close with pressing it a second time),Microsoft Word,windows,microsoft_word
16348,Alt + B,Select text in Label box when the field with a label assigned is selected,Microsoft Outlook,windows,microsoft_outlook
16349,Alt + C,Open the Add Card Picture dialog box,Microsoft Outlook,windows,microsoft_outlook
16350,Alt + E,Place cursor at beginning of Edit box,Microsoft Outlook,windows,microsoft_outlook
16351,Alt + F,Select the Fields box,Microsoft Outlook,windows,microsoft_outlook
16352,Alt + L,Select Layout drop-down list,Microsoft Outlook,windows,microsoft_outlook
16353,Alt + G,Select the Image Align drop-down list,Microsoft Outlook,windows,microsoft_outlook
16354,Alt + K  then  Enter,Select color palette for background,Microsoft Outlook,windows,microsoft_outlook
16355,Alt + R,Remove a selected field from the Fields box,Microsoft Outlook,windows,microsoft_outlook
16356,Ctrl + Z,Undo last action,Microsoft Outlook,windows,microsoft_outlook
16357,Tab  or  Shift + Tab,Switch between the Folder Pane Tasks list and To-Do Bar,Microsoft Outlook,windows,microsoft_outlook
16358,ArrowRight  /  ArrowLeft,Expand/collapse a single selected group,Microsoft Outlook,windows,microsoft_outlook
16359,ArrowUp  /  ArrowDown,Select the previous/next group,Microsoft Outlook,windows,microsoft_outlook
16360,alt   j   d   a  and then  p P,Launch the Selection pane.,Microsoft PowerPoint,windows,microsoft_powerpoint
16361,Alt + Shift + F10,Display the menu or message for a smart tag. If more than one smart tag is present switch to the next smart tag and display its menu or message.,Microsoft PowerPoint,windows,microsoft_powerpoint
16362,Alt + Tab,Switch to the next window.,Microsoft PowerPoint,windows,microsoft_powerpoint
16363,Alt + Shift + Tab,Switch to the previous window.,Microsoft PowerPoint,windows,microsoft_powerpoint
16364,Ctrl + W / Ctrl + F4,Close the active window.,Microsoft PowerPoint,windows,microsoft_powerpoint
16365,Shift + F6,Move to a pane from another pane in the program window (counterclockwise direction).,Microsoft PowerPoint,windows,microsoft_powerpoint
16366,Ctrl + F5,Restore the size of the active window after you maximize it.,Microsoft PowerPoint,windows,microsoft_powerpoint
16367,Ctrl + F6,When more than one window is open switch to the next window.,Microsoft PowerPoint,windows,microsoft_powerpoint
16368,Alt + Ctrl + T,Insert Ttrademark symbol,Microsoft Word,windows,microsoft_word
16369,Alt + Ctrl + C,Insert Copyright symbol,Microsoft Word,windows,microsoft_word
16370,Alt + Ctrl + R,Insert Registered Trademark symbol,Microsoft Word,windows,microsoft_word
16371,Alt + Ctrl + E,Insert Euro Currency symbol,Microsoft Word,windows,microsoft_word
16372,Alt + Ctrl + .,Insert horizontal ellipsis (…),Microsoft Word,windows,microsoft_word
16373,Alt  then  n u,Insert Symbol (insert menu),Microsoft Word,windows,microsoft_word
16374,Ctrl + Shift + -  (Hyphen),Insert nonbreaking hyphen,Microsoft Word,windows,microsoft_word
16375,Ctrl + Shift + Space,Insert nonbreaking space,Microsoft Word,windows,microsoft_word
16376,Home  /  End,Select the first/last group,Microsoft Outlook,windows,microsoft_outlook
16377,ArrowRight,Select the first item on screen in an expanded group or the first item off screen to the right,Microsoft Outlook,windows,microsoft_outlook
16378,Alt + F  then  P,Open Print tab in Backstage view,Microsoft Outlook,windows,microsoft_outlook
16379,Alt + S  or  Alt + U,Open Page Setup from Print Preview,Microsoft Outlook,windows,microsoft_outlook
16380,Alt + F  then  F  then  1,To print an item from an open window,Microsoft Outlook,windows,microsoft_outlook
16381,Alt + F  then  P  then  I,To select a printer from Print Preview,Microsoft Outlook,windows,microsoft_outlook
16382,Alt + F  then  P  then  L,To Define Print Styles,Microsoft Outlook,windows,microsoft_outlook
16383,F9,Start a send/receive for all defined Send/Receive groups with Include this group in Send/Receive (F9) selected. This can include headers full items specified folders items less than a specific size or any combination that you define,Microsoft Outlook,windows,microsoft_outlook
16384,Alt + F  then  P  then  R,To open Print Options,Microsoft Outlook,windows,microsoft_outlook
16385,Ctrl + M,Start a send/receive,Microsoft Outlook,windows,microsoft_outlook
16386,Shift + F9,Start a send/receive for the current folder retrieving full items (header item and any attachments),Microsoft Outlook,windows,microsoft_outlook
16387,Ctrl + Alt + S,Define Send/Receive groups,Microsoft Outlook,windows,microsoft_outlook
16388,Ctrl + F7,When a document window is not maximized perform the Move command (on the Control menu for the window). Use the arrow keys to move the window and when finished press ESC.,Microsoft PowerPoint,windows,microsoft_powerpoint
16389,Ctrl + F8,When a document window is not maximized perform the Size command (on the Control menu for the window). Press the arrow keys to resize the window and when finished press ESC.,Microsoft PowerPoint,windows,microsoft_powerpoint
16390,Print Screen,Copy a picture of the screen to the Clipboard.,Microsoft PowerPoint,windows,microsoft_powerpoint
16391,Ctrl + F10,Maximize or restore a selected window.,Microsoft PowerPoint,windows,microsoft_powerpoint
16392,Ctrl + F9,Minimize a window to an icon (works for only some Microsoft Office programs).,Microsoft PowerPoint,windows,microsoft_powerpoint
16393,Alt + Print Screen,Copy a picture of the selected window to the Clipboard.,Microsoft PowerPoint,windows,microsoft_powerpoint
16394,Ctrl + Shift + Tab,Switch to the previous tab in a dialog box.,Microsoft PowerPoint,windows,microsoft_powerpoint
16395,Alt + ArrowDown,Open a selected drop-down list.,Microsoft PowerPoint,windows,microsoft_powerpoint
16396,First letter of an option in a drop-down list,Open the list if it is closed and move to an option in the list.,Microsoft PowerPoint,windows,microsoft_powerpoint
16397,Command + Shift + M,Remove a paragraph indent from the left,Microsoft Word,macos,microsoft_word
16398,Ctrl + Shift + M,Indent a paragraph from the left,Microsoft Word,macos,microsoft_word
16399,Command + T,Create a hanging indent,Microsoft Word,macos,microsoft_word
16400,Command + Shift + T,Remove a hanging indent,Microsoft Word,macos,microsoft_word
16401,Command + Shift + N,Apply the Normal style,Microsoft Word,macos,microsoft_word
16402,Command + Option + K,Start AutoFormat,Microsoft Word,macos,microsoft_word
16403,Command + Option + 1,Apply the Heading 1 style,Microsoft Word,macos,microsoft_word
16404,Command + Option + 2,Apply the Heading 2 style,Microsoft Word,macos,microsoft_word
16405,Command + Option + 3,Apply the Heading 3 style,Microsoft Word,macos,microsoft_word
16406,Option + Spacebar,Insert a nonbreaking space,Microsoft Word,macos,microsoft_word
16407,Command + 5,Set lines as 1.5-line spacing,Microsoft Word,macos,microsoft_word
16408,Command + 1,Set lines as single-spaced,Microsoft Word,macos,microsoft_word
16409,Command + 2,Set lines as double-spaced,Microsoft Word,macos,microsoft_word
16410,Command + 0  (zero),Add or remove one line of space directly preceding a paragraph,Microsoft Word,macos,microsoft_word
16411,Command + Shift + F,Change the font,Microsoft Word,macos,microsoft_word
16412,Command + Shift + <,Decrease the font size,Microsoft Word,macos,microsoft_word
16413,Command + Shift + >,Increase the font size,Microsoft Word,macos,microsoft_word
16414,Command +,Increase the font size by 1 point,Microsoft Word,macos,microsoft_word
16415,Alt +character code on numeric keyboard,Insert ANSI character,Microsoft Word,windows,microsoft_word
16416,Type character code and press  Alt + X,Insert Unicode character e.g. 20ac,Microsoft Word,windows,microsoft_word
16417,Ctrl + -,Insert optional hyphen,Microsoft Word,windows,microsoft_word
16418,Ctrl + K,Insert a hyperlink,Microsoft Word,windows,microsoft_word
16419,Ctrl + H,Open classic find and replace window,Microsoft Word,windows,microsoft_word
16420,Ctrl + H  then  Alt + D,Open classic find window,Microsoft Word,windows,microsoft_word
16421,Alt + F,Find next,Microsoft Word,windows,microsoft_word
16422,Shift + F4,Repeat last find after closing find window,Microsoft Word,windows,microsoft_word
16423,Alt + Space   Arrow keys  and  Enter,Move find menu window,Microsoft Word,windows,microsoft_word
16424,Ctrl + Tab,Jump between find menu and document,Microsoft Word,windows,microsoft_word
16425,Ctrl + F,Open (new) search menu in navigation task pane,Microsoft Word,windows,microsoft_word
16426,Esc,Close traditional search window if active,Microsoft Word,windows,microsoft_word
16427,Alt W K,Open and close Navigation pane (View Navigation),Microsoft Word,windows,microsoft_word
16428,Alt + F8,Play Macro,Microsoft Outlook,windows,microsoft_outlook
16429,Enter,Open an item,Microsoft Outlook,windows,microsoft_outlook
16430,PageDown  /  PageUp,Go to the item at the bottom/top of the screen,Microsoft Outlook,windows,microsoft_outlook
16431,Shift + ArrowUp  or  Shift + ArrowDown,Extend or reduce the selected items by one item,Microsoft Outlook,windows,microsoft_outlook
16432,Ctrl + ArrowUp  or  Ctrl + ArrowDown,Go to the next or previous item without extending the selection,Microsoft Outlook,windows,microsoft_outlook
16433,Ctrl + Space,Select or cancel selection of the active item,Microsoft Outlook,windows,microsoft_outlook
16434,a-z,Select a specific card in the list (type one or more letters of the name that the card),Microsoft Outlook,windows,microsoft_outlook
16435,PageUp  /  PageDown,Select the first card on the current/next page,Microsoft Outlook,windows,microsoft_outlook
16436,Shift + ArrowUp,Extend the selection to the previous card and cancel selection of cards after the starting point,Microsoft Outlook,windows,microsoft_outlook
16437,Shift + ArrowDown,Extend the selection to the next card and cancel selection of cards before the starting point,Microsoft Outlook,windows,microsoft_outlook
16438,Ctrl + Shift + ArrowDown,Extend the selection to the next card regardless of the starting point.,Microsoft Outlook,windows,microsoft_outlook
16439,Ctrl + Shift + ArrowUp,Extend the selection to the previous card regardless of the starting point,Microsoft Outlook,windows,microsoft_outlook
16440,Shift + PageUp  /  Shift + PageDown,Extend the selection to the first/last card on the previous page,Microsoft Outlook,windows,microsoft_outlook
16441,Shift + Home  /  Shift + End,Extend the selection to the first/last card in the list,Microsoft Outlook,windows,microsoft_outlook
16442,Tab  /  Shift + Tab,Move to the next/previous field and control (in an open card),Microsoft Outlook,windows,microsoft_outlook
16443,Arrow Keys,Move between options in an open drop-down list or between options in a group of options.,Microsoft PowerPoint,windows,microsoft_powerpoint
16444,Space,Perform the action assigned to the selected button; select or clear the selected check box.,Microsoft PowerPoint,windows,microsoft_powerpoint
16445,Alt + the letter underlined in an option,Select an option; select or clear a check box.,Microsoft PowerPoint,windows,microsoft_powerpoint
16446,ArrowLeft   ArrowRight,Move one character to the left or right respectively.,Microsoft PowerPoint,windows,microsoft_powerpoint
16447,Shift + Home,Select from the cursor to the beginning of the entry.,Microsoft PowerPoint,windows,microsoft_powerpoint
16448,Shift + End,Select from the cursor to the end of the entry.,Microsoft PowerPoint,windows,microsoft_powerpoint
16449,ArrowUp / ArrowDown,Move the focus to a single item or group.,Microsoft PowerPoint,windows,microsoft_powerpoint
16450,*  (on numeric keypad only),Expand a focused group and all its child groups.,Microsoft PowerPoint,windows,microsoft_powerpoint
16451,[ + (on numeric keypad only),Expand a focused group.,Microsoft PowerPoint,windows,microsoft_powerpoint
16452,Command + Shift + A,Format in all capital letters,Microsoft Word,macos,microsoft_word
16453,Command + D,Change the formatting of characters (Font command Format menu),Microsoft Word,macos,microsoft_word
16454,Command + B,Apply bold formatting,Microsoft Word,macos,microsoft_word
16455,Command + U,Apply an underline,Microsoft Word,macos,microsoft_word
16456,Command + Shift + D,Double-underline text,Microsoft Word,macos,microsoft_word
16457,Command + Shift + W,Underline words but not spaces,Microsoft Word,macos,microsoft_word
16458,Command + I,Apply italic formatting,Microsoft Word,macos,microsoft_word
16459,Command + Shift + K,Format in all small capital letters,Microsoft Word,macos,microsoft_word
16460,Command + Shift + +  (Plus sign),Apply superscript formatting (automatic spacing),Microsoft Word,macos,microsoft_word
16461,Command + =  (Equal sign),Apply subscript formatting (automatic spacing),Microsoft Word,macos,microsoft_word
